형태소,품사,분류,카운트
죵,Noun,5,1
주,Modifier,1,3
주,Modifier,3,1
주,Modifier,4,19
주,Modifier,5,81
주,Noun,4,2
주,Noun,5,8
주가,Noun,4,1
주간,Noun,5,1
주거,Noun,4,1
주겠,Verb,1,1
주고,Verb,1,3
주고,Verb,2,1
주고,Verb,3,1
주고,Verb,4,1
주고,Verb,5,8
주고싶네요,Verb,5,1
주고싶습니다,Verb,5,1
주고싶은,Verb,5,1
주기,Noun,1,1
주기,Noun,4,1
주기,Noun,5,1
주기도,Noun,5,2
주네,Noun,5,3
주년,Noun,4,1
주년,Noun,5,7
주는,Verb,1,1
주는,Verb,2,1
주는,Verb,4,1
주는,Verb,5,6
주는게,Verb,1,1
주는데,Verb,3,2
주는데,Verb,4,3
주는데,Verb,5,2
주니,Noun,5,1
주니어,Noun,3,1
주니어,Noun,4,1
주더군요,Verb,5,1
주려는,Verb,5,1
주력,Noun,5,1
주로,Noun,1,1
주로,Noun,2,1
주로,Noun,3,1
주로,Noun,4,1
주로,Noun,5,2
주름,Noun,4,1
주말,Noun,1,1
주말,Noun,2,3
주말,Noun,4,4
주말,Noun,5,10
주말디,Verb,1,1
주며,Verb,1,1
주면,Verb,4,1
주면서,Verb,2,1
주면서,Verb,5,1
주무셨다고,Verb,5,1
주무시다,Verb,1,1
주무실,Verb,4,1
주문,Noun,2,5
주문,Noun,4,1
주문,Noun,5,3
주민,Noun,5,1
주방,Noun,2,2
주방,Noun,3,1
주방,Noun,4,2
주방,Noun,5,2
주변,Noun,1,5
주변,Noun,2,5
주변,Noun,3,10
주변,Noun,4,64
주변,Noun,5,105
주사,Noun,5,2
주상절리,Noun,5,1
주선,Noun,5,4
주셔서,Verb,2,2
주셔서,Verb,4,5
주셔서,Verb,5,18
주셔요,Verb,5,1
주셨고,Verb,4,1
주셨구요,Verb,5,1
주셨네요,Verb,5,2
주셨는데,Verb,1,1
주셨는데,Verb,4,1
주셨는데,Verb,5,2
주셨다,Verb,5,2
주셨더라구요,Verb,5,1
주셨던,Verb,5,1
주셨습니다,Verb,5,5
주셨어요,Verb,2,1
주셨어요,Verb,4,2
주셨어요,Verb,5,5
주셨으며,Verb,5,1
주소,Noun,4,1
주스,Noun,4,1
주스,Noun,5,3
주시,Noun,1,1
주시,Noun,4,4
주시,Noun,5,19
주시거,Verb,5,1
주시고요,Verb,1,1
주시고요,Verb,5,1
주시긴,Verb,4,1
주시네요,Verb,1,1
주시네요,Verb,5,1
주시는게,Verb,5,1
주시는데,Verb,4,1
주시더라구요,Verb,4,1
주시더라구요,Verb,5,1
주시려고,Verb,2,1
주시려는,Verb,5,1
주시면서,Verb,5,1
주신,Noun,4,2
주신,Noun,5,7
주신거라,Verb,2,1
주신건,Verb,2,1
주신다,Verb,2,1
주신다고,Verb,1,2
주실,Verb,1,1
주심,Noun,1,1
주심,Noun,2,1
주심,Noun,3,1
주심,Noun,4,1
주심,Noun,5,4
주씨,Noun,5,1
주어,Noun,1,1
주어,Noun,3,1
주어,Noun,4,1
주어,Noun,5,3
주어지길,Verb,5,1
주얼,Noun,5,2
주었고,Verb,5,2
주었네요,Verb,5,1
주었는데,Verb,3,1
주었다,Verb,4,2
주었다,Verb,5,2
주었습니다,Verb,5,1
주었음,Verb,1,1
주오,Noun,5,2
주요,Modifier,5,1
주요,Noun,5,1
주위,Noun,2,1
주위,Noun,3,2
주위,Noun,4,5
주위,Noun,5,9
주유소,Noun,5,1
주을,Verb,5,1
주의,Noun,2,1
주의,Noun,4,1
주인,Noun,1,1
주인,Noun,5,1
주임,Noun,5,2
주장,Noun,1,2
주장,Noun,2,1
주장,Noun,3,1
주저,Noun,5,1
주전부리,Noun,5,1
주점,Noun,5,2
주지,Noun,2,2
주진,Verb,2,1
주차,Noun,1,1
주차,Noun,2,6
주차,Noun,3,20
주차,Noun,4,33
주차,Noun,5,58
주차공간,Noun,3,2
주차공간,Noun,4,7
주차공간,Noun,5,5
주차장,Noun,1,4
주차장,Noun,2,8
주차장,Noun,3,14
주차장,Noun,4,35
주차장,Noun,5,36
주체,Noun,1,1
주취,Noun,1,1
주택가,Noun,5,1
주행,Noun,5,1
주황,Noun,5,2
죽,Noun,5,2
죽는,Verb,1,1
죽은듯이,Verb,2,1
죽은듯이,Verb,5,1
죽읍니,Noun,4,1
준,Noun,1,1
준,Noun,3,1
준,Noun,4,2
준,Noun,5,11
준,Noun,8,1
준공,Noun,5,1
준다,Verb,5,1
준다고,Verb,1,2
준다고,Verb,4,1
준다는,Verb,1,1
준다며,Verb,1,2
준다면,Verb,4,1
준단다,Verb,1,1
준비,Noun,1,7
준비,Noun,2,3
준비,Noun,3,3
준비,Noun,4,11
준비,Noun,5,33
준수,Noun,5,1
줄,Noun,1,3
줄,Noun,2,1
줄,Noun,3,7
줄,Noun,4,2
줄,Noun,5,8
줄겁,Noun,5,1
줄눈,Noun,4,1
줄수있구나,Verb,5,1
줄수있다는것을,Verb,5,1
줄수있으,Verb,1,1
줄수있으,Verb,5,1
줄어든것,Verb,5,1
줄이,Verb,4,1
줄이,Verb,5,3
줄이고자,Verb,5,1
줄이는게,Verb,5,1
줄이는데,Verb,5,1
줄이려는,Verb,2,1
줄일수,Verb,5,1
줄임,Verb,3,1
줄입니다,Verb,1,1
줄입니다,Verb,2,1
줌,Noun,1,4
줌,Noun,3,1
줌,Noun,5,1
줍나다,Verb,5,1
줍니다,Verb,3,1
줍니다,Verb,4,2
줍니다,Verb,5,2
중,Foreign,5,1
중,Noun,1,11
중,Noun,2,1
중,Noun,3,5
중,Noun,4,9
중,Noun,5,41
중,Suffix,1,12
중,Suffix,2,2
중,Suffix,3,6
중,Suffix,4,12
중,Suffix,5,44
중간,Noun,4,4
중간,Noun,5,9
중국,Noun,1,2
중국,Noun,3,4
중국,Noun,4,2
중국,Noun,5,6
중국말,Noun,4,1
중국사람,Noun,3,1
중국사람,Noun,5,1
중국어,Noun,5,1
중국인,Noun,1,3
중국인,Noun,3,3
중국인,Noun,4,4
중국인,Noun,5,4
중단,Noun,2,2
중문,Noun,1,4
중문,Noun,2,2
중문,Noun,3,5
중문,Noun,4,21
중문,Noun,5,55
중반,Noun,4,1
중반,Noun,5,1
중복,Noun,5,1
중부,Noun,5,1
중산,Noun,5,1
중순,Noun,4,1
중시,Noun,5,1
중식,Noun,4,1
중식,Noun,5,8
중심,Noun,1,1
중심,Noun,2,1
중심,Noun,3,2
중심,Noun,4,1
중심,Noun,5,6
중심부,Noun,2,1
중심지,Noun,5,1
중앙,Noun,1,1
중앙,Noun,2,3
중앙,Noun,4,3
중앙,Noun,5,2
중에,Foreign,4,1
중요성,Noun,1,1
중요하게,Adjective,5,3
중요하데,Adjective,5,1
중요한,Adjective,1,1
중요한,Adjective,4,1
중요한,Adjective,5,5
중요한가요,Adjective,1,1
중요한건,Adjective,5,1
중요한만큼,Adjective,5,1
중요할,Adjective,4,1
중요했던,Adjective,5,1
중이,Noun,1,2
중이,Noun,2,1
중이,Noun,3,1
중이,Noun,4,2
중이,Noun,5,4
중지,Noun,1,2
중턱,Noun,1,1
중턱,Noun,5,2
중학교,Noun,4,1
줘,Verb,1,1
줘서,Verb,3,2
줘서,Verb,5,4
줘요,Verb,4,1
줬고,Verb,4,1
줬는데,Verb,1,1
줬다,Verb,3,1
줬더니,Verb,4,1
줬던,Verb,3,1
줬어요,Verb,5,2
쥐,Noun,2,1
쥐,Noun,5,2
쥑,Noun,5,1
쥬,Noun,5,1
쥬라기,Noun,5,3
쥬스,Noun,5,2
쥰비,Noun,3,1
즈,Modifier,5,1
즈음,Noun,5,1
즉각,Noun,5,4
즉석,Noun,5,1
즉시,Noun,3,1
즉시,Noun,5,2
즉흥,Noun,5,1
즐,Noun,4,2
즐,Noun,5,11
즐거운,Adjective,4,9
즐거운,Adjective,5,59
즐거운시,Adjective,5,1
즐거울,Adjective,5,1
즐거움,Noun,3,1
즐거움,Noun,5,4
즐거워,Adjective,4,1
즐거워,Adjective,5,1
즐거워하네요,Adjective,4,1
즐거워하네요,Adjective,5,1
즐거웠고,Adjective,5,2
즐거웠다,Adjective,3,1
즐거웠다,Adjective,5,1
즐거웠던,Adjective,5,1
즐거웠습니다,Adjective,4,1
즐거웠습니다,Adjective,5,6
즐거웠어요,Adjective,5,1
즐거웠지만,Adjective,4,1
즐겁게,Adjective,4,4
즐겁게,Adjective,5,26
즐겁고,Adjective,4,1
즐겁고,Adjective,5,3
즐겁네요,Adjective,5,1
즐겁습니다,Adjective,5,1
즐겅운,Noun,5,1
즐겨,Verb,5,5
즐겨도,Verb,5,1
즐겨서,Verb,5,1
즐겨습니다,Verb,5,1
즐겼,Verb,5,1
즐겼고,Verb,5,1
즐겼네요,Verb,5,1
즐겼는데,Verb,4,1
즐겼던,Verb,5,1
즐겼습니다,Verb,5,4
즐겼어요,Verb,5,1
즐겼으며,Verb,5,1
즐기,Verb,5,2
즐기거리,Verb,5,1
즐기겠습니다,Verb,5,1
즐기고,Verb,1,2
즐기고,Verb,4,2
즐기고,Verb,5,10
즐기기,Verb,5,8
즐기기에,Verb,4,1
즐기기에,Verb,5,5
즐기는,Verb,5,7
즐기는데,Verb,5,1
즐기니,Verb,5,1
즐기다,Verb,4,5
즐기다,Verb,5,2
즐기다가,Verb,5,2
즐기다가네요,Verb,5,1
즐기러,Verb,2,1
즐기러,Verb,4,1
즐기러,Verb,5,1
즐기려,Verb,4,1
즐기려는데,Verb,5,1
즐기며,Verb,5,2
즐기면서,Verb,5,4
즐기면서도,Verb,5,1
즐기시거나,Verb,1,1
즐기시기,Verb,5,1
즐기시면,Verb,5,1
즐기실,Verb,4,1
즐기실수있습니다,Verb,5,1
즐기자,Verb,5,1
즐기지,Verb,4,1
즐긴,Verb,5,1
즐긴거,Verb,5,1
즐긴것,Verb,5,1
즐긴다는게,Verb,4,1
즐긴다면,Verb,5,1
즐길,Verb,3,2
즐길,Verb,4,11
즐길,Verb,5,57
즐길수,Verb,4,7
즐길수,Verb,5,3
즐길수있는,Verb,4,1
즐길수있는,Verb,5,1
즐길수있어요,Verb,5,1
즐길수있었던것도,Verb,5,1
즐길수있었습니다,Verb,5,1
즐길수있었어요,Verb,5,3
즐비,Noun,5,1
즐비한,Adjective,4,1
즐비해서,Adjective,5,1
증거,Noun,1,1
증정,Noun,5,1
증진,Noun,4,1
증진,Noun,5,4
지,Josa,1,11
지,Josa,2,4
지,Josa,3,8
지,Josa,4,13
지,Josa,5,43
지,Modifier,1,3
지,Modifier,2,2
지,Modifier,3,1
지,Modifier,4,1
지,Modifier,5,5
지,Verb,1,3
지,Verb,2,1
지,Verb,3,2
지,Verb,4,1
지,Verb,5,2
지갑,Noun,5,1
지겹지,Adjective,5,2
지경,Noun,1,1
지경,Noun,3,2
지고,Noun,4,1
지고,Noun,5,4
지구,Noun,5,1
지금,Noun,1,8
지금,Noun,2,2
지금,Noun,3,2
지금,Noun,4,3
지금,Noun,5,23
지금껏,Noun,5,1
지급,Noun,4,1
지급,Noun,5,1
지나,Noun,3,1
지나,Noun,4,1
지나,Noun,5,2
지나가고,Verb,5,1
지나가는,Verb,1,2
지나가는,Verb,2,1
지나가는,Verb,5,4
지나가니,Verb,5,1
지나가도,Verb,5,1
지나가실,Verb,5,1
지나가지만,Verb,5,1
지나갈,Verb,2,1
지나다니면서도,Verb,4,1
지나도,Verb,5,1
지나서,Verb,3,1
지나지,Verb,1,1
지나진,Verb,5,1
지나치게,Verb,2,1
지나치지,Verb,5,2
지난,Modifier,5,1
지난,Noun,1,1
지난,Noun,2,1
지난,Noun,4,1
지난,Noun,5,7
지난달,Noun,5,1
지난번,Noun,4,3
지난번,Noun,5,3
지난주,Noun,5,2
지날,Verb,5,2
지났기에,Verb,4,1
지났는데도,Verb,1,1
지났어,Verb,4,1
지낰번,Noun,4,1
지내고,Verb,3,1
지내고,Verb,4,5
지내고,Verb,5,6
지내기,Verb,3,3
지내기,Verb,4,3
지내기,Verb,5,4
지내기가,Verb,4,1
지내기는,Verb,5,2
지내기에,Verb,4,2
지내기에,Verb,5,5
지내기에는,Verb,5,1
지내기에도,Verb,5,2
지내기엔,Verb,5,1
지내는,Verb,5,3
지내는데,Verb,1,1
지내는데있어서,Verb,5,1
지내다,Verb,4,1
지내다,Verb,5,12
지내다가,Verb,5,1
지내도,Verb,5,3
지내려구요,Verb,5,1
지내면,Verb,3,1
지내면서,Verb,4,2
지내시길,Verb,4,1
지내시는걸,Verb,5,1
지낼,Verb,5,4
지낼까,Verb,1,1
지낼만,Verb,1,1
지낼수,Verb,5,2
지낼수있었어요,Verb,5,1
지냄,Verb,5,1
지냈는데,Verb,4,1
지냈는데,Verb,5,3
지냈던,Verb,1,1
지냈던,Verb,5,3
지냈습니다,Verb,5,5
지냈어요,Verb,5,1
지냈을,Verb,5,1
지네,Noun,1,1
지느,Verb,4,1
지는,Josa,1,2
지는,Josa,3,2
지는,Josa,5,6
지는,Verb,5,1
지도,Noun,2,1
지도,Noun,4,1
지도,Noun,5,11
지독한,Adjective,2,1
지독했습니다,Adjective,3,1
지디,Verb,5,2
지라,Noun,4,1
지로,Noun,4,1
지루하지,Adjective,4,1
지루하지,Adjective,5,2
지루할,Adjective,5,2
지를,Verb,4,1
지리,Noun,3,1
지리,Noun,5,2
지만,Josa,1,2
지만,Josa,2,3
지만,Josa,3,4
지만,Josa,4,8
지만,Josa,5,27
지만,Verb,5,1
지망,Noun,1,1
지배인,Noun,1,1
지배인,Noun,5,1
지불,Noun,1,6
지불,Noun,2,2
지불,Noun,3,2
지불,Noun,4,2
지불,Noun,5,1
지붕,Noun,3,1
지붕,Noun,5,3
지상,Noun,2,1
지상,Noun,5,1
지석,Noun,2,1
지셔야,Verb,1,1
지수,Noun,5,1
지어,Verb,1,2
지어,Verb,3,1
지어,Verb,4,1
지어서,Verb,4,1
지어서,Verb,5,1
지어져서,Verb,4,1
지어주시구,Verb,5,1
지어지면,Verb,4,2
지어진,Verb,3,1
지어진,Verb,4,1
지어진,Verb,5,4
지어진거라,Verb,5,1
지어진지,Verb,4,1
지어진지,Verb,5,3
지역,Noun,2,1
지역,Noun,4,3
지역,Noun,5,4
지연,Noun,4,1
지울,Verb,3,2
지워졌네요,Verb,5,1
지워지지,Verb,3,1
지으며,Verb,5,1
지은,Noun,5,3
지은지,Noun,1,1
지은지,Noun,2,1
지은지,Noun,3,2
지은지,Noun,4,2
지은지,Noun,5,5
지인,Noun,1,2
지인,Noun,3,2
지인,Noun,4,2
지인,Noun,5,14
지장,Noun,4,1
지장,Noun,5,3
지저분하고,Adjective,1,1
지저분하고,Adjective,2,1
지저분하며,Adjective,2,1
지저분한,Adjective,1,1
지저분해서,Adjective,2,1
지저분해서,Adjective,3,1
지저분해서,Adjective,5,1
지저분했고,Adjective,2,1
지적,Noun,1,1
지점,Noun,4,1
지정,Noun,1,2
지정,Noun,5,1
지중해,Noun,5,1
지지,Noun,5,1
지체,Noun,4,1
지체,Noun,5,2
지쳤지만,Verb,5,1
지출,Noun,2,1
지치게,Verb,2,1
지치지,Verb,5,1
지친,Verb,4,1
지친,Verb,5,2
지켜,Verb,5,1
지키세요,Verb,1,1
지키셨습니다,Verb,5,1
지킨,Verb,1,1
지퍼,Noun,1,1
지하,Noun,1,4
지하,Noun,2,5
지하,Noun,3,9
지하,Noun,4,12
지하,Noun,5,16
지하상가,Noun,4,1
직,Noun,2,1
직,Noun,3,1
직,Noun,5,3
직업,Noun,4,1
직업,Noun,5,1
직영,Noun,5,1
직원,Noun,1,72
직원,Noun,2,25
직원,Noun,3,52
직원,Noun,4,137
직원,Noun,5,637
직원,Noun,8,1
직윈분,Noun,5,1
직장,Noun,5,1
직전,Noun,5,1
직접,Noun,1,9
직접,Noun,2,1
직접,Noun,3,1
직접,Noun,4,1
직접,Noun,5,13
직책,Noun,1,1
직하고,Adjective,3,1
직한,Adjective,4,1
직해서,Adjective,2,1
직후,Noun,5,1
진,Noun,1,1
진,Noun,2,1
진,Noun,3,1
진,Noun,5,3
진공,Noun,2,2
진공청소기,Noun,2,1
진동,Noun,1,2
진동,Noun,2,1
진동,Noun,3,1
진드기,Noun,1,1
진료,Noun,5,2
진리,Noun,3,1
진리,Noun,5,1
진상,Noun,5,1
진심,Noun,1,1
진심,Noun,2,2
진심,Noun,4,1
진심,Noun,5,10
진입,Noun,2,1
진입,Noun,4,1
진입,Noun,5,3
진자,Noun,5,1
진작,Noun,5,2
진정,Noun,5,5
진정한,Adjective,5,1
진짜,Noun,1,9
진짜,Noun,2,3
진짜,Noun,3,4
진짜,Noun,4,9
진짜,Noun,5,20
진짜진짜,Noun,4,1
진철,Noun,5,2
진표,Noun,5,1
진행,Noun,3,3
진행,Noun,4,4
진행,Noun,5,8
진행중,Noun,5,1
질,Noun,1,3
질,Noun,2,3
질,Noun,3,2
질,Noun,4,3
질,Noun,5,4
질내서,Verb,1,1
질러,Verb,3,1
질리는데,Verb,2,1
질문,Noun,1,1
질문,Noun,5,8
질서,Noun,4,1
질의,Noun,2,1
짐,Noun,1,7
짐,Noun,2,4
짐,Noun,3,1
짐,Noun,4,7
짐,Noun,5,43
짐울,Verb,4,1
짐을내리지,Verb,5,1
집,Noun,1,4
집,Noun,2,3
집,Noun,3,2
집,Noun,4,5
집,Noun,5,31
집가는걸,Verb,5,1
집게,Noun,2,1
집게,Noun,4,1
집도,Noun,4,1
집도,Noun,5,2
집들이,Noun,4,2
집사람,Noun,5,1
집은,Verb,3,1
집은,Verb,5,1
집의,Noun,5,1
집중,Noun,2,1
집중,Noun,4,1
집중,Noun,5,3
짓,Noun,1,1
짓,VerbPrefix,1,1
짓게,Verb,5,1
짓고,Verb,1,1
징,Noun,4,1
징그럽게,Adjective,2,1
징수,Noun,8,1
짜,Verb,4,1
짜고,Verb,5,1
짜르,Noun,1,1
짜리,Foreign,1,1
짜리,Verb,1,2
짜리,Verb,2,1
짜리,Verb,5,2
짜서,Verb,4,1
짜장면,Noun,5,1
짜주시고,Verb,5,1
짜증,Noun,1,2
짜증,Noun,3,2
짜증,Noun,5,1
짜증나서,Adjective,1,1
짜증남,Adjective,1,1
짜증났구요,Adjective,2,1
짜지,Verb,5,1
짠,Verb,5,1
짤,Noun,1,2
짤막한,Adjective,5,1
짧게,Adjective,4,1
짧게,Adjective,5,1
짧고,Adjective,2,1
짧아,Adjective,5,1
짧아요,Adjective,4,1
짧으니,Adjective,5,1
짧은,Adjective,3,2
짧은,Adjective,4,1
짧은,Adjective,5,4
짧을,Adjective,5,1
짧지만,Adjective,5,1
짬뽕,Noun,3,2
짬뽕,Noun,4,1
짬뽕,Noun,5,2
짭니다,Verb,3,1
짰어요,Verb,5,1
짰었는데,Verb,5,1
짱,Modifier,5,1
짱,Noun,4,1
짱,Noun,5,7
짱,Suffix,4,2
짱,Suffix,5,2
짱,VerbPrefix,4,1
짱,VerbPrefix,5,15
짱짱,Noun,5,5
째,Foreign,5,1
째,Suffix,4,1
째,Suffix,5,7
째는,Verb,5,1
째인데,Foreign,5,1
째져서,Verb,1,1
쨈,Verb,5,1
쨋날,Noun,5,1
쨍쨍,Adverb,5,1
쩌,Noun,5,1
쩐,Noun,2,1
쩐내,Noun,3,1
쪼금,Noun,4,1
쪼꼬,Noun,5,1
쪼록,Adverb,4,1
쪽,Noun,1,5
쪽,Noun,2,1
쪽,Noun,3,4
쪽,Noun,4,26
쪽,Noun,5,29
쪽면,Noun,4,1
쫄티,Noun,4,1
쫌,Noun,4,1
쫌,Noun,5,1
쫒아다니며,Verb,5,1
쫘르륵,Noun,5,1
쫙,Noun,3,1
쭈굴쭈굴,Noun,1,1
쭈욱,Noun,5,1
쭉,Noun,5,2
쯤,Foreign,1,3
쯤,Foreign,5,1
쯤,Noun,2,1
쯤,Noun,3,1
쯤,Suffix,4,2
쯤,Suffix,5,5
쯤입니다,Foreign,5,1
찌,Noun,4,1
찌,Noun,5,2
찌르네요,Verb,5,1
찌르면,Verb,1,1
찍,Noun,4,1
찍,Noun,5,1
찍고,Verb,5,3
찍고싶고,Verb,5,1
찍고오는게,Verb,5,1
찍고있으니,Verb,5,1
찍기,Noun,4,2
찍기,Noun,5,2
찍는,Verb,5,1
찍어,Verb,1,2
찍어,Verb,4,1
찍어,Verb,5,3
찍어도,Verb,5,1
찍어서,Verb,1,1
찍어주시겠다고,Verb,5,1
찍었을지,Verb,1,1
찍었지만,Verb,4,1
찍으면,Verb,5,1
찍은,Verb,4,1
찍은,Verb,5,1
찜,Noun,5,1
찜질방,Noun,4,5
찜질방,Noun,5,9
찜찜,Noun,1,1
찜찜하였습니다,Adjective,5,1
찝찝한,Adjective,2,1
찢어져,Verb,2,1
찢어져,Verb,3,1
찢어져있고,Verb,1,1
찢어지거나,Verb,4,1
찢어진,Verb,3,1
차,Foreign,5,2
차,Noun,1,10
차,Noun,2,2
차,Noun,3,2
차,Noun,4,14
차,Noun,5,44
차가,Adjective,4,4
차가,Adjective,5,4
차가운,Adjective,2,1
차가워,Adjective,5,1
차가워서,Adjective,4,2
차가워서,Adjective,5,1
차가웠고,Adjective,3,1
차가웠습니다,Adjective,3,1
차가웠지만,Adjective,5,2
차감,Noun,4,1
차갑게,Adjective,5,1
차갑고,Adjective,1,2
차갑지,Adjective,4,1
차긴,Verb,5,1
차는,Verb,5,1
차단,Noun,4,1
차도,Noun,4,1
차도,Noun,5,2
차돌,Noun,5,1
차라,Noun,4,1
차라리,Noun,1,3
차라리,Noun,2,1
차라리,Noun,4,3
차라리,Noun,5,1
차량,Noun,1,7
차량,Noun,3,2
차량,Noun,4,7
차량,Noun,5,9
차례,Noun,5,3
차로,Noun,4,3
차로,Noun,5,7
차림,Noun,4,1
차마,Noun,5,1
차별,Noun,4,2
차별,Noun,5,1
차분하게,Adjective,3,1
차분하게,Adjective,5,2
차분하고,Adjective,5,1
차분히,Adjective,5,1
차사,Noun,4,1
차시,Verb,3,1
차요,Noun,4,1
차원,Noun,5,1
차이,Noun,1,1
차이,Noun,3,1
차이,Noun,4,1
차이,Noun,5,3
차이납니다,Verb,3,1
차이점,Noun,5,3
차있어서,Verb,3,1
차장,Noun,5,1
차지,Noun,4,1
차지,Noun,5,2
차차,Noun,4,1
차하,Noun,4,1
차후,Noun,5,1
착각,Noun,4,2
착각,Noun,5,2
착용,Noun,1,1
착용,Noun,5,1
착탈,Noun,4,1
착하고,Adjective,5,2
착하길,Adjective,5,1
착하니깐,Adjective,3,1
착하였는데,Adjective,5,1
착하지,Adjective,4,1
착한,Adjective,3,1
착한,Adjective,4,1
착한,Adjective,5,1
착합니다,Adjective,5,2
착해서,Adjective,5,2
착해요,Adjective,5,1
착해지면,Adjective,5,1
착했음에도,Adjective,5,2
착했지만,Adjective,4,1
찬,Noun,5,1
찬거,Verb,5,1
찬았구요,Verb,5,1
찬았다,Verb,5,1
찬장,Noun,2,1
찬찬하게,Adjective,5,1
찮았어요,Verb,4,1
찮았지만,Verb,4,1
찰나,Noun,5,1
참,Verb,3,3
참,Verb,4,17
참,Verb,5,39
참고,Noun,1,6
참고,Noun,2,2
참고,Noun,3,2
참고,Noun,4,5
참고,Noun,5,10
참기,Verb,1,1
참다가,Verb,2,1
참석,Noun,5,1
참았습니다,Verb,1,1
참에,Verb,5,1
참여,Noun,4,2
참여,Noun,5,10
참으라,Verb,1,1
참으로,Noun,5,1
참을,Verb,1,1
참조,Noun,1,1
참조,Noun,5,2
찻잔,Noun,3,1
찼습니다,Verb,5,1
창,Noun,4,1
창,Noun,5,6
창가,Noun,3,1
창가,Noun,5,2
창문,Noun,1,7
창문,Noun,2,1
창문,Noun,3,4
창문,Noun,4,3
창문,Noun,5,5
창밖,Noun,3,1
창밖,Noun,4,2
창밖,Noun,5,5
창의,Noun,4,1
창틀,Noun,5,1
창호,Noun,3,1
찾게,Verb,3,1
찾게,Verb,4,1
찾게,Verb,5,5
찾고,Verb,1,1
찾고,Verb,4,2
찾고,Verb,5,9
찾고싶은,Verb,5,1
찾기,Noun,2,3
찾기,Noun,3,1
찾기,Noun,4,4
찾기,Noun,5,4
찾느라,Verb,5,1
찾는,Verb,4,1
찾는,Verb,5,2
찾는게,Verb,5,1
찾는다면,Verb,5,6
찾는데,Verb,4,1
찾는데,Verb,5,3
찾는데는,Verb,4,1
찾다,Verb,5,2
찾다가,Verb,4,1
찾다가,Verb,5,6
찾던,Verb,4,3
찾아,Verb,4,1
찾아,Verb,5,6
찾아가,Verb,4,1
찾아가기,Verb,5,1
찾아가는,Verb,5,1
찾아가는게,Verb,4,1
찾아간,Verb,4,1
찾아간,Verb,5,2
찾아감,Verb,4,1
찾아갔음,Verb,3,1
찾아다니기,Verb,5,2
찾아다니는,Verb,5,1
찾아다닐,Verb,5,1
찾아도,Verb,5,1
찾아보기,Verb,3,1
찾아보기,Verb,5,1
찾아보는,Verb,5,1
찾아보니,Verb,5,1
찾아보다가,Verb,5,4
찾아보며,Verb,5,1
찾아보시는게,Verb,1,1
찾아봐,Verb,1,1
찾아서,Verb,4,1
찾아서,Verb,5,3
찾아오고,Verb,4,1
찾아온,Verb,5,2
찾아올께요,Verb,5,1
찾아와,Verb,5,1
찾아와서,Verb,4,1
찾아와주셔서,Verb,5,1
찾아왔는데,Verb,1,1
찾았네요,Verb,5,1
찾았는데,Verb,4,2
찾았는데,Verb,5,4
찾았습니다,Verb,4,1
찾았어요,Verb,4,1
찾았어요,Verb,5,2
찾았음,Verb,5,1
찾으,Verb,5,2
찾으시는,Verb,5,2
찾으시면,Verb,5,3
찾으실,Verb,5,1
찾은,Verb,4,1
찾은,Verb,5,5
찾은건데,Verb,4,1
찾을,Verb,4,3
찾을,Verb,5,4
찾을만큼,Verb,5,1
찾자면,Verb,4,1
찾지를,Verb,5,1
찾지못해,Verb,5,1
채,Noun,1,1
채,Noun,3,1
채,Noun,5,3
채널,Noun,1,1
채식,Noun,5,1
채우기,Verb,4,1
채우려,Verb,5,1
채워주고,Verb,5,1
채워주는,Verb,5,2
채워주더라구요,Verb,5,1
채워주셨고,Verb,4,1
채워주시는,Verb,5,1
채워주지,Verb,3,1
채워지지,Verb,4,1
채주시고,Verb,5,1
채팅,Noun,4,1
책,Noun,4,2
책,Noun,5,3
책보,Noun,5,1
책상,Noun,4,1
책상,Noun,5,1
책임,Noun,1,2
책임,Noun,8,1
책임감,Noun,5,1
책임자,Noun,1,1
책임져주는,Verb,5,1
책임져주시고,Verb,3,1
책임지겠다,Verb,1,1
책임지는것으로,Verb,5,1
책임질거냐,Verb,1,1
책자,Noun,5,1
책정,Noun,4,1
챔피언,Noun,5,1
챔피온,Noun,5,1
챙,Noun,3,1
챙겨,Verb,4,2
챙겨,Verb,5,5
챙겨가,Verb,4,1
챙겨가,Verb,5,1
챙겨가세요,Verb,4,1
챙겨야,Verb,3,1
챙겨야,Verb,5,1
챙겨오면,Verb,5,1
챙겨오셔,Verb,4,1
챙겨주는,Verb,1,1
챙겨주는,Verb,5,1
챙겨주셔서,Verb,5,1
챙겨주셨어요,Verb,5,1
챙겨주시고,Verb,5,6
챙겨주시는,Verb,2,1
챙겨주시더군요,Verb,5,1
챙겨주시던,Verb,5,2
챙겨주시던게,Verb,5,1
챙겨주신,Verb,4,1
챙겨주신,Verb,5,1
챙겨주지,Verb,2,1
챙겼는데,Verb,5,1
챙겼던,Verb,5,1
챙기,Verb,5,1
챙기세요,Verb,4,1
챙기시거나,Verb,5,1
챙기시길,Verb,1,1
챙기지,Verb,5,1
처,Noun,1,1
처,Noun,5,2
처럼,Josa,1,2
처럼,Josa,2,3
처럼,Josa,3,2
처럼,Josa,4,9
처럼,Josa,5,15
처럼,Noun,1,1
처럼,Noun,3,1
처럼,Noun,4,1
처럼,Noun,5,5
처리,Noun,1,4
처리,Noun,3,3
처리,Noun,4,6
처리,Noun,5,6
처음,Noun,1,17
